Experiment,Site,Date,Sample,Name,X_lab,Indel_stringent,Indel,Reads_low_phred,Reads_no_nmer,Reads_passing,Total_indel_stringent,Total_indel
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_Z-OT2_1_FANCFg2_ON_S748_pear.fastq.assembled.fastqwtf-difflib_indels.csv,ZSCAN2g1_OT2d1s_1, + - + - 1s,0.010386177,0.010386177,12,3308,105910,11,11
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_Z-OT2_2_FANCFg2_ON_S749_pear.fastq.assembled.fastqwtf-difflib_indels.csv,ZSCAN2g1_OT2d1s_2, + - + - 1s,0.603927612,0.604968866,14,56903,96038,580,581
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_Z-OT2_3_FANCFg2_ON_S750_pear.fastq.assembled.fastqwtf-difflib_indels.csv,ZSCAN2g1_OT2d1s_3, + - + - 1s,0.051974477,0.057503677,8,4426,90429,47,52
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_F2_F-OT1_1_FANCFg2_ON_S763_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_1, + + + 1 -,17.08651699,17.09298225,20,7063,170140,29071,29082
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_F2_F-OT1_2_FANCFg2_ON_S1033_R1_001.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_2, + + + 1 -,17.93491296,17.93822106,33095,11369,241830,43372,43380
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_F2_F-OT1_3_FANCFg2_ON_S765_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_3, + + + 1 -,16.43988834,16.44913202,14,5567,108182,17785,17795
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_1_FANCFg2_ON_S760_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT2d1s_1, + + + - 1s,17.21517063,17.21951378,10,4274,92099,15855,15859
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_2_FANCFg2_ON_S761_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT2d1s_2, + + + - 1s,17.20879264,17.21964239,15,5003,92168,15861,15871
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_3_FANCFg2_ON_S762_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT2d1s_3, + + + - 1s,14.61276712,14.61821151,1,3063,36735,5368,5370
4,FANCFg2 ON,11.15.17,NP_17115_FZ_Z1_F2_Z-OT2_F-OT1_1_FANCFg2_ON_S766_pear.fastq.assembled.fastqwtf-difflib_indels.csv,FANCFg2_ZSCAN2g1_OT1d1_OT2d1s_1, + + + 1 1s,20.83159554,20.83937143,23,5780,141463,29469,29480
